,Bus,Shunt,Load,Current,Power
count,688.0,688.0,688.0,688.0,688.0
mean,5.185159883720931,76.36142441860466,5.259258720930234,762.8917151162791,3974.4447674418607
std,0.5326812549528575,4.746545177994107,0.5325199245886899,56.061398328065785,477.29881012858647
min,3.81,0.0,3.88,0.0,3464.0
25%,5.16,76.15,5.24,761.7,3936.0
50%,5.17,76.3,5.24,763.2,3946.0
75%,5.17,76.46,5.24,764.7,3952.0
max,19.07,106.14,19.14,1048.1,15286.0
