,Bus,Shunt,Load,Current,Power
count,688.0,688.0,688.0,688.0,688.0
mean,5.22936046511628,-0.002238372093023256,5.22936046511628,-0.026744186046511628,-0.005813953488372093
std,0.1997105569492736,0.013147517461313821,0.1997105569492736,0.12863581043951072,0.2854469775302317
min,0.0,-0.04,0.0,-0.4,-6.0
25%,5.23,-0.01,5.23,-0.1,0.0
50%,5.24,0.0,5.24,0.0,0.0
75%,5.24,0.01,5.24,0.1,0.0
max,5.24,0.04,5.24,0.4,4.0
