,Bus,Shunt,Load,Current,Power
count,682.0,682.0,682.0,682.0,682.0
mean,0.37592375366568914,-0.900117302052786,0.37497067448680343,0.5391495601173021,0.8005865102639296
std,0.03871405841459888,17.59674663690847,0.04243072290153411,0.16133031185294003,19.54274954711041
min,0.0,-325.13,0.0,0.0,0.0
25%,0.38,0.05,0.38,0.5,0.0
50%,0.38,0.05,0.38,0.5,0.0
75%,0.38,0.06,0.38,0.7,0.0
max,0.39,0.09,0.39,1.0,510.0
